first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type
Reece,James,1,3,46,706,9,219.1,200.4,54.0,4,190,47.4,3,0,2,8.6,56,DEF
Trevoh,Chalobah,2,1,55,840,10,52.0,254.8,85.0,2,207,39.1,5,1,2,8.2,51,DEF
Levi,Samuels Colwill,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,48,DEF
Malo,Gusto,1,1,39,549,5,105.6,113.6,59.0,3,140,27.7,4,1,0,1.3,49,DEF
Benoît,Badiashile Mukinayi,0,0,0,65,2,1.7,16.0,0.0,0,3,1.8,0,0,1,0.0,44,DEF
Wesley,Fofana,0,0,15,307,3,7.9,54.6,10.0,0,72,7.3,2,0,0,0.2,44,DEF
Mamadou,Sarr,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF
Tosin,Adarabioyo,0,0,14,377,6,6.5,104.6,11.0,0,60,12.2,1,0,1,0.4,42,DEF
Josh,Acheampong,1,0,27,348,5,8.5,88.4,60.0,5,90,15.8,2,0,0,2.1,39,DEF
Aarón,Anselmino,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF
Cole,Palmer,1,0,11,144,2,19.2,44.4,65.0,1,36,12.9,1,0,0,8.9,103,MID
Pedro,Lomba Neto,3,2,52,829,6,270.4,216.2,171.0,5,207,65.9,5,0,0,5.8,71,MID
Enzo,Fernández,3,2,48,880,11,263.8,233.0,271.0,3,198,76.9,4,0,2,13.5,67,MID
Estêvão,Almeida de Oliveira Gonçalves,1,3,29,337,2,112.4,103.0,166.0,2,98,38.1,2,0,2,2.7,65,MID
Jamie,Bynoe-Gittens,0,0,9,248,2,77.4,34.2,51.0,0,28,16.2,0,0,0,0.1,61,MID
Christopher,Nkunku,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,59,MID
Moisés,Caicedo Corozo,3,1,60,945,11,132.8,306.2,59.0,9,253,49.7,4,0,2,23.6,61,MID
Tyrique,George,0,0,4,142,2,7.0,8.2,56.0,0,2,7.1,1,0,2,0.1,49,MID
Roméo,Lavia,0,0,4,105,3,7.5,9.6,2.0,0,22,1.8,0,0,0,0.0,49,MID
Mykhailo,Mudryk,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID
Andrey,Nascimento dos Santos,0,0,7,227,2,44.1,26.6,42.0,0,30,11.3,0,0,2,0.3,45,MID
Dário,Luís Essugo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43,MID
Kendry,Páez Andrade,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
João Pedro,Junqueira de Jesus,4,3,59,929,9,211.2,275.4,282.0,12,248,76.4,5,0,0,48.6,75,FWD
Liam,Delap,0,0,6,154,1,7.7,11.0,55.0,0,21,6.9,1,0,0,1.0,62,FWD
Nicolas,Jackson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,65,FWD
Marc,Guiu Paz,0,0,7,162,2,4.3,1.0,60.0,0,-1,4.9,0,0,0,7.0,42,FWD
Alejandro,Garnacho Ferreyra,1,2,24,342,3,90.4,95.4,147.0,2,99,33.3,2,0,0,1.1,64,MID
Jorrel,Hato,0,0,3,166,2,3.3,24.0,6.0,0,5,3.2,0,0,2,0.2,47,DEF
Landon,Emenalo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Dean,Henderson,0,0,45,990,9,10.0,214.4,0.0,2,192,22.2,5,0,1,7.9,50,GK
Walter,Benítez,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,40,GK
Remi,Matthews,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,GK
Daniel,Muñoz Mejía,1,3,60,990,9,111.1,229.8,173.0,2,205,51.2,5,0,3,17.1,58,DEF
Maxence,Lacroix,0,1,56,990,9,31.7,234.8,58.0,2,202,32.3,5,0,1,4.0,50,DEF
Tyrick,Mitchell,1,0,55,990,9,160.7,238.0,81.0,5,212,48.0,5,0,2,2.4,50,DEF
Borna,Sosa,0,0,1,1,0,0.0,0.0,0.0,0,3,0.0,0,0,0,0.1,48,DEF
Marc,Guéhi,1,3,64,900,9,88.1,244.0,103.0,5,214,43.5,4,0,0,33.8,51,DEF
Chris,Richards,0,0,52,990,9,49.3,262.2,42.0,0,196,35.5,5,0,0,3.6,45,DEF
Chadi,Riad Dnanou,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Nathaniel,Clyne,0,0,1,4,0,0.5,3.4,0.0,0,5,0.4,0,0,0,0.4,39,DEF
Rob,Holding,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Caleb,Kporha,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Ismaïla,Sarr,3,1,46,792,6,105.5,185.6,175.0,6,143,46.7,5,0,1,13.3,67,MID
Cheick,Doucouré,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID
Romain,Esse,0,0,1,24,0,0.4,4.6,2.0,0,6,0.7,0,0,0,0.1,47,MID
Will,Hughes,0,0,14,446,3,99.7,58.2,24.0,0,54,18.2,3,0,3,0.1,48,MID
Daichi,Kamada,0,2,32,758,7,111.7,80.8,58.0,0,133,25.0,4,0,0,0.2,50,MID
Jefferson,Lerma Solís,0,2,21,360,2,56.9,62.0,60.0,1,68,17.9,3,0,2,0.1,49,MID
Adam,Wharton,0,1,26,696,8,224.8,93.8,15.0,2,136,33.2,3,0,1,0.4,50,MID
Asher,Agbinone,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,MID
Naouirou,Ahamada,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,MID
Justin,Devenny,0,0,9,157,3,31.4,16.2,73.0,0,33,12.1,0,0,0,1.2,43,MID
Malcolm,Ebiowei,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Jesurun,Rak-Sakyi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,MID
Matheus,França de Oliveira,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
David,Ozoh,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Kaden,Rodney,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Franco,Umeh-Chibueze,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Jean-Philippe,Mateta,6,0,50,959,7,67.5,271.8,413.0,6,191,75.3,6,0,2,29.7,81,FWD
Eddie,Nketiah,1,0,8,107,4,45.9,43.6,58.0,0,39,14.8,0,0,1,0.3,54,FWD
Odsonne,Édouard,0,0,1,2,0,0.0,2.0,0.0,0,6,0.2,0,0,0,0.2,50,FWD
Zach,Marsh,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,45,FWD
Rio,Cardines,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,44,MID
Yéremy,Pino Santos,0,0,15,529,4,134.3,52.2,94.0,0,62,27.8,3,0,2,0.1,58,MID
Jaydee,Canvot,0,0,11,91,0,0.9,30.4,8.0,2,34,4.0,1,0,0,0.0,45,DEF
Christantus,Uche,0,0,3,8,1,0.8,3.4,19.0,0,12,2.3,0,0,0,0.0,55,FWD
Kiernan,Dewsbury-Hall,1,2,35,885,12,271.1,144.6,86.0,4,165,50.2,3,0,5,2.8,49,MID
Jordan,Pickford,0,0,42,990,13,0.1,282.2,0.0,3,171,28.2,3,0,0,9.5,55,GK
Mark,Travers,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,GK
Harry,Tyrer,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,GK
Jarrad,Branthwaite,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,53,DEF
James,Tarkowski,0,0,43,990,13,74.4,260.4,70.0,1,157,40.6,3,0,2,5.8,54,DEF
Vitalii,Mykolenko,0,0,17,715,12,62.0,120.8,28.0,0,55,21.0,1,0,1,0.4,49,DEF
Jake,O'Brien,0,0,28,868,12,74.3,141.0,48.0,1,92,26.5,2,0,0,0.4,49,DEF
Séamus,Coleman,0,0,2,2,0,0.0,0.0,0.0,0,7,0.0,0,0,0,0.1,43,DEF
Michael,Keane,2,0,56,964,13,20.2,293.4,105.0,4,155,41.8,3,0,0,1.3,45,DEF
Nathan,Patterson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,DEF
Roman,Dixon,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,39,DEF
Reece,Welch,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,DEF
Iliman,Ndiaye,4,1,55,914,13,193.3,278.8,202.0,3,223,67.5,3,0,2,11.9,66,MID
Dwight,McNeil,0,0,3,51,0,11.7,1.6,8.0,0,7,2.0,0,0,0,0.1,55,MID
Carlos,Alcaraz Durán,0,0,8,242,4,24.3,23.2,51.0,0,36,9.8,0,0,2,0.1,52,MID
Idrissa Gana,Gueye,2,0,42,949,11,107.1,174.4,110.0,3,203,39.2,3,0,0,0.1,54,MID
James,Garner,1,1,42,990,13,196.5,239.4,95.0,5,225,53.1,3,0,4,0.8,50,MID
Tim,Iroegbunam,0,2,18,337,1,20.6,67.0,13.0,0,61,10.1,4,0,4,0.0,49,MID
Harrison,Armstrong,0,0,1,1,0,0.0,0.0,0.0,0,3,0.0,0,0,0,0.1,45,MID
Callum,Bates,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,MID
Coby,Ebere,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,MID
Isaac,Heath,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Jenson,Metcalfe,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Thierno,Barry,0,0,12,380,4,34.3,15.0,56.0,0,7,9.3,2,0,1,0.3,57,FWD
Norberto Bercique,Gomes Betuncal,1,0,21,606,9,47.9,78.6,217.0,1,48,33.3,1,0,1,3.1,52,FWD
Youssef,Ramalho Chermiti,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,49,FWD
Martin,Sherif,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,FWD
Jack,Grealish,1,4,43,826,11,317.5,244.6,244.0,7,218,80.7,3,0,3,15.8,68,MID
Tom,King,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.4,39,GK
Adam,Aznou,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43,DEF
Tyler,Onyango,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,MID
Elijah,Campbell,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,39,DEF
Tyler,Dibling,0,0,3,62,1,1.1,3.0,2.0,0,7,0.5,0,0,1,0.0,54,MID
Merlin,Röhl,0,0,4,91,1,13.3,11.4,7.0,0,10,3.2,0,0,0,0.0,50,MID
Bernd,Leno,0,0,34,990,16,0.0,265.4,0.0,2,149,26.5,2,0,1,1.5,50,GK
Steven,Benda,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
Antonee,Robinson,0,0,3,61,0,22.8,13.6,4.0,0,12,4.1,0,0,0,0.5,49,DEF
Joachim,Andersen,0,0,39,851,13,31.3,232.6,47.0,2,140,31.1,2,0,0,2.9,45,DEF
Calvin,Bassey,0,0,28,908,15,28.5,166.8,13.0,3,103,20.9,2,0,3,0.6,45,DEF
Timothy,Castagne,0,0,10,397,10,52.5,68.8,37.0,0,32,15.8,0,0,0,0.1,44,DEF
Issa,Diop,0,0,4,223,5,1.7,34.0,4.0,0,9,4.0,0,0,1,0.1,44,DEF
Jorge,Cuenca Barreno,0,0,7,168,2,4.6,40.6,6.0,0,25,5.1,0,0,0,0.0,44,DEF
Kenny,Tete,0,0,26,720,9,69.9,149.6,43.0,0,127,26.3,2,0,1,0.2,45,DEF
Samuel,Amissah,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,DEF
Alex,Iwobi,1,2,40,899,15,300.3,176.4,98.0,5,175,57.5,2,0,2,1.5,65,MID
Emile,Smith Rowe,1,0,16,216,2,58.0,57.4,64.0,0,53,18.0,0,0,0,0.4,56,MID
Adama,Traoré Diarra,0,0,11,242,6,58.9,19.0,55.0,0,41,12.9,0,0,0,0.2,52,MID
Andreas,Hoelgebaum Pereira,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,53,MID
Ryan,Sessegnon,2,2,47,836,15,89.1,201.8,100.0,5,168,39.0,2,0,0,0.8,54,MID
Harry,Wilson,2,1,34,652,7,129.3,131.6,135.0,4,132,39.5,2,0,1,0.4,52,MID
Sander,Berge,0,1,27,958,16,111.9,119.4,29.0,0,148,26.1,2,0,2,0.1,49,MID
Tom,Cairney,0,0,8,196,5,35.1,14.6,22.0,0,31,7.3,0,0,1,0.0,49,MID
Saša,Lukić,1,2,27,677,10,219.7,125.2,71.0,2,125,41.5,1,0,5,0.1,50,MID
Martial,Godo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Luke,Harris,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Josh,King,0,0,19,659,11,79.1,71.8,134.0,0,80,27.8,2,0,2,4.0,45,MID
Harrison,Reed,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,43,MID
Raúl,Jiménez Rodríguez,1,2,25,449,5,49.4,77.6,157.0,1,84,27.7,1,0,0,0.9,62,FWD
Rodrigo,Muniz Carvalho,1,1,17,348,4,42.0,61.8,122.0,3,47,22.2,1,0,1,1.0,54,FWD
Benjamin,Lecomte,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.7,39,GK
Samuel,Chukwueze,0,1,7,77,4,26.7,21.2,39.0,0,19,8.7,0,0,0,0.0,53,MID
Kevin,Santos Lopes de Macedo,0,0,10,314,6,69.4,58.2,47.0,0,41,17.5,1,0,1,0.1,59,MID
Jonah,Kusi-Asare,0,0,1,1,0,0.0,0.0,0.0,0,2,0.0,0,0,0,0.1,45,FWD
Illan,Meslier,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,43,GK
Alex,Cairns,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,GK
Karl,Darlow,0,0,10,450,8,0.0,105.0,0.0,0,55,10.5,0,0,0,2.2,40,GK
Jayden,Bogle,0,1,28,958,19,68.0,137.4,77.0,0,69,28.3,2,0,2,0.2,45,DEF
Pascal,Struijk,0,0,25,728,14,31.2,156.0,59.0,2,92,24.7,2,0,1,0.3,44,DEF
Jaka,Bijol,0,0,6,261,6,11.6,54.2,2.0,0,29,6.8,0,0,0,0.2,39,DEF
Sebastiaan,Bornauw,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,DEF
Sam,Byram,0,0,1,7,1,0.0,0.0,0.0,0,-2,0.0,0,0,0,0.2,39,DEF
Gabriel,Gudmundsson,0,0,27,911,18,176.7,179.4,55.0,6,103,41.1,2,0,1,4.5,40,DEF
Joe,Rodon,2,0,46,990,20,30.6,298.0,126.0,5,153,45.5,2,0,0,6.4,41,DEF
Isaac,Schmidt,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF
Brenden,Aaronson,1,3,41,709,11,159.5,152.0,154.0,3,156,46.6,2,0,1,0.2,54,MID
Wilfried,Gnonto,0,0,6,191,5,21.4,15.8,16.0,0,27,5.3,1,0,1,0.1,52,MID
Jack,Harrison,0,0,11,261,5,49.4,30.0,35.0,0,48,11.5,0,0,0,0.1,52,MID
Daniel,James,0,0,11,284,9,83.1,26.4,47.0,0,41,15.7,1,0,0,0.1,53,MID
Ethan,Ampadu,0,0,24,787,15,74.6,124.2,21.0,0,125,22.1,1,0,3,0.1,49,MID
Sam,Greenwood,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID
Ilia,Gruev,0,0,7,211,6,8.9,25.0,2.0,0,42,3.6,1,0,1,0.0,48,MID
Largie,Ramazani,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID
Tanaka,Ao,0,0,13,320,6,62.4,19.8,10.0,0,51,9.0,2,0,0,0.1,48,MID
Charlie,Crew,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Joe,Gelhardt,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Darko,Gyabi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Joël,Piroe,0,0,6,178,5,16.7,5.4,77.0,0,14,9.6,1,0,0,0.4,50,FWD
Patrick,Bamford,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,49,FWD
Mateo,Joseph Fernández-Regatillo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,FWD
Lukas,Nmecha,2,0,23,272,8,13.7,85.2,103.0,2,76,20.1,1,0,0,0.6,50,FWD
Sean,Longstaff,1,2,38,787,13,296.2,215.6,50.0,4,203,56.2,1,0,1,1.0,49,MID
Anton,Stach,1,2,40,798,18,235.3,159.2,101.0,3,149,49.6,2,0,1,2.0,49,MID
Lucas Estella,Perri,0,0,17,540,12,0.0,109.6,0.0,0,60,10.9,2,0,1,0.2,45,GK
Dominic,Calvert-Lewin,1,1,25,614,9,111.6,62.8,197.0,2,63,36.6,2,0,0,1.0,55,FWD
Noah,Okafor,2,1,29,515,11,74.9,116.8,121.0,3,98,31.3,1,0,2,0.2,55,MID
James,Justin,0,0,4,77,1,1.1,15.4,2.0,0,15,1.8,0,0,1,0.2,39,DEF
Harry,Gray,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,FWD
Alisson,Becker,0,0,20,540,7,0.1,106.8,0.0,2,95,10.7,2,0,0,5.4,54,GK
Giorgi,Mamardashvili,0,0,19,450,10,0.0,140.0,0.0,0,70,13.9,1,0,0,1.2,43,GK
Ármin,Pécsi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,39,GK
Freddie,Woodman,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,39,GK
Jeremie,Frimpong,0,1,7,83,1,17.3,19.4,29.0,0,29,6.6,0,0,0,5.0,57,DEF
Milos,Kerkez,1,0,21,694,12,89.5,142.6,63.0,0,86,29.6,1,0,3,3.3,57,DEF
Andrew,Robertson,0,0,11,291,5,102.6,68.4,47.0,2,57,21.9,1,0,0,1.0,58,DEF
Virgil,van Dijk,0,0,41,990,17,45.8,317.2,62.0,4,150,42.4,3,0,2,24.2,59,DEF
Ibrahima,Konaté,0,0,39,922,15,73.1,229.0,33.0,3,142,33.6,3,0,2,2.8,54,DEF
Conor,Bradley,0,1,15,529,11,62.8,75.6,33.0,0,48,17.0,1,0,4,0.4,50,DEF
Joe,Gomez,0,0,4,43,1,0.8,14.6,6.0,0,9,2.0,0,0,0,0.1,49,DEF
Konstantinos,Tsimikas,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,48,DEF
Amara,Nallo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,38,DEF
Rhys,Williams,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,38,DEF
Calvin,Ramsay,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,38,DEF
Mohamed,Salah,4,2,54,984,17,300.3,229.8,308.0,4,167,83.8,3,0,1,23.8,142,MID
Florian,Wirtz,0,0,19,686,12,230.0,75.8,137.0,0,93,44.3,2,0,1,7.1,80,MID
Luis,Díaz Marulanda,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,80,MID
Cody,Gakpo,3,2,46,829,14,293.1,195.8,273.0,2,174,76.3,3,0,0,13.1,75,MID
Federico,Chiesa,2,1,20,117,3,16.7,98.0,62.0,0,76,17.7,0,0,1,0.3,64,MID
Alexis,Mac Allister,0,2,25,637,8,137.8,100.6,46.0,0,126,28.5,2,0,1,1.2,63,MID
Dominik,Szoboszlai,1,1,44,990,17,295.8,254.8,120.0,7,216,67.1,3,0,4,5.5,66,MID
Curtis,Jones,0,1,13,338,9,66.3,59.0,33.0,0,82,15.8,0,0,1,0.1,54,MID
Ryan,Gravenberch,3,2,52,781,11,126.8,229.0,65.0,10,215,42.1,3,0,2,4.9,56,MID
Endo,Wataru,0,1,6,36,3,10.9,28.8,0.0,0,20,3.9,0,0,1,0.1,49,MID
Stefan,Bajčetić Maquieira,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,43,MID
James,McConnell,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,MID
Tyler,Morton,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Trey,Nyoni,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.6,43,MID
Darwin,Núñez Ribeiro,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,65,FWD
Jayden,Danns,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,FWD
Alexander,Isak,0,1,10,250,3,21.5,21.8,50.0,0,19,8.7,0,0,0,4.6,104,FWD
Hugo,Ekitiké,3,1,39,630,10,82.8,155.6,136.0,7,127,36.6,3,0,0,15.5,86,FWD
Rio,Ngumoha,1,0,9,30,1,22.7,39.2,25.0,0,37,8.8,0,0,0,0.5,45,MID
Giovanni,Leoni,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,DEF
Kieran,Morrison,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
James,Trafford,0,0,11,270,4,0.0,100.2,0.0,0,62,10.1,1,0,0,1.1,46,GK
Ederson,Santana de Moraes,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.9,53,GK
Stefan,Ortega Moreno,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,48,GK
Marcus,Bettinelli,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,GK
Rayan,Aït-Nouri,0,0,11,203,2,27.5,44.0,7.0,1,38,7.8,1,0,1,4.7,57,DEF
Joško,Gvardiol,0,1,34,609,4,47.4,133.0,33.0,3,135,21.3,3,0,0,5.1,58,DEF
Manuel,Akanji,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,54,DEF
Nathan,Aké,0,0,10,201,3,24.9,37.4,13.0,0,42,7.6,1,0,0,0.6,53,DEF
Abdukodir,Khusanov,0,0,11,227,1,5.2,42.4,0.0,0,46,4.8,1,0,1,0.3,54,DEF
Matheus,Nunes,1,2,45,693,5,87.9,178.4,26.0,4,178,29.3,3,0,1,0.9,53,DEF
Rúben,dos Santos Gato Alves Dias,0,0,45,905,7,34.9,210.6,14.0,1,192,26.0,5,0,0,4.4,55,DEF
John,Stones,0,0,11,324,6,19.3,69.6,2.0,0,46,9.1,1,0,0,0.7,54,DEF
Rico,Lewis,0,1,15,172,3,32.2,47.2,15.0,2,50,9.4,1,0,0,1.6,48,DEF
Nico,O'Reilly,1,2,51,683,3,129.8,208.8,79.0,2,179,41.8,5,0,2,2.5,50,DEF
Vitor,de Oliveira Nunes dos Reis,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,DEF
Omar,Marmoush,0,1,12,178,3,37.4,38.2,67.0,2,45,14.2,0,0,0,2.6,83,MID
Phil,Foden,1,1,31,711,3,352.1,141.6,103.0,2,165,59.7,5,0,3,4.5,80,MID
Sávio,Moreira de Oliveira,0,1,16,388,3,83.5,57.4,136.0,0,60,27.6,2,0,1,0.5,69,MID
Bernardo,Mota Veiga de Carvalho e Silva,0,2,25,640,4,178.6,106.8,24.0,0,120,30.9,3,0,2,0.5,63,MID
Rayan,Cherki,1,2,20,213,3,99.8,100.2,55.0,2,86,25.5,0,0,0,3.2,63,MID
Jérémy,Doku,1,4,44,617,3,299.0,190.2,230.0,6,165,71.8,4,0,0,6.2,65,MID
İlkay,Gündoğan,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,63,MID
Rodrigo 'Rodri',Hernandez Cascante,0,0,12,292,3,50.9,50.6,19.0,0,58,12.0,1,0,0,0.4,63,MID
Mateo,Kovačić,0,0,1,4,0,0.8,2.6,0.0,0,3,0.3,0,0,0,0.0,59,MID
Nico,González Iglesias,1,0,28,644,5,96.8,160.2,38.0,1,165,29.5,4,0,3,0.1,59,MID
Oscar,Bobb,0,1,18,451,5,141.1,67.6,72.0,0,81,28.2,2,0,0,0.3,53,MID
Claudio,Echeverri,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,54,MID
Tijjani,Reijnders,1,2,34,757,7,164.2,139.4,163.0,2,145,46.3,3,0,2,18.9,55,MID
Sverre,Nypan,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID
Kalvin,Phillips,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,48,MID
Erling,Haaland,14,1,102,944,7,65.0,526.0,649.0,23,444,124.1,6,0,0,70.9,149,FWD
Gianluigi,Donnarumma,0,0,31,720,4,0.0,100.4,0.0,0,130,10.2,4,0,2,10.2,57,GK
Divine,Mukasa,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Stephen,Mfuni,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Ryan,McAidoo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Bryan,Mbeumo,5,1,60,955,17,350.9,271.4,333.0,8,225,95.5,2,0,0,33.8,85,MID
Altay,Bayındır,0,0,11,540,11,10.0,118.4,0.0,0,49,12.8,0,0,0,0.3,48,GK
André,Onana,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,49,GK
Elyh,Harrison,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
Tom,Heaton,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,39,GK
Dermot,Mee,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,GK
Matthijs,de Ligt,1,0,39,990,18,44.5,242.8,81.0,5,145,36.7,1,0,0,3.3,50,DEF
Lisandro,Martínez,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,48,DEF
Noussair,Mazraoui,0,0,10,200,2,16.9,41.4,8.0,1,44,6.6,1,0,1,0.2,49,DEF
Diego,León Blanco,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,42,DEF
