assists,birth_date,bonus,bps,can_select,can_transact,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,clean_sheets_per_90,clearances_blocks_interceptions,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,defensive_contribution,defensive_contribution_per_90,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,first_name,form,form_rank,form_rank_type,goals_conceded,goals_conceded_per_90,goals_scored,has_temporary_code,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,opta_code,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,recoveries,red_cards,region,removed,saves,saves_per_90,scout_risks,second_name,selected_by_percent,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,status,tackles,team,team_code,team_join_date,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
4,1998-05-10,3,203,True,True,100,100,4,0.47,44,204580,5,,0,0,-1,1,178.9,122,89,114,13.54,None,,1,3,6.5,6.5,7,1.47,0.17,1.94,0.23,0.47,11.63,1.38,0.06,Vitaly,6.5,11,5,7,0.83,0,False,45.6,197,99,125,False,218.0,188,80,758,,2025-08-09T14:00:04.867824Z,49,295,182,p204580,0,0,None,0,,204580.jpg,3.2,154,66,50,0,80,False,0,0.0,[],Janelt,0.2,358,119,False,None,7,0.83,a,20,5,94,2020-10-03,62.0,267,145,52,30410,11913,6154,1337,1.3,10.6,Janelt,3
0,1996-01-01,0,172,True,True,None,None,4,0.47,18,207283,3,,0,0,-1,1,159.0,145,100,70,8.25,None,,0,3,2.3,2.3,3,1.81,0.21,2.69,0.31,0.88,11.91,1.4,0.1,Mathias,2.3,178,78,9,1.06,2,False,38.3,233,116,126,False,151.4,250,110,764,,None,49,298,184,p207283,0,0,None,0,,207283.jpg,2.2,287,125,36,0,58,False,0,0.0,[],Jensen,0.1,498,173,False,None,9,1.06,a,16,5,94,2019-07-10,74.0,242,134,41,12092,177,14538,270,0.5,8.4,Jensen,1
0,2005-11-20,0,0,True,True,100,100,0,0,0,626464,None,,0,0,-1,1,0.0,747,324,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Gustavo,0.0,722,307,0,0,0,False,0.0,751,324,127,False,0.0,751,324,0,,2025-08-09T14:00:04.884092Z,49,338,210,p626464,0,0,None,0,,626464.jpg,0.0,751,324,0,0,30,False,0,0,[],Nunes Fernandes Gomes,0.0,676,283,False,None,0,0,a,0,5,94,2024-08-28,0.0,740,322,0,1434,54,1738,48,0.0,0.0,Nunes,0
2,1998-01-01,0,41,True,True,0,0,0,0.0,3,428580,None,,0,0,-2,2,13.6,381,192,10,10.23,None,,0,3,0.0,0.0,0,0.36,0.37,0.36,0.37,0.00,2.02,2.07,0.0,Frank,0.0,694,289,2,2.05,0,False,4.6,424,190,128,False,28.4,407,182,88,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,2025-12-13T14:30:11.035784Z,48,360,223,p428580,0,0,None,0,,428580.jpg,2.0,314,137,5,0,157,False,0,0.0,[],Onyeka,0.0,594,226,False,None,0,0.0,n,2,5,94,2021-07-20,4.0,405,200,12,5150,6,8364,58,0.0,2.5,Onyeka,0
2,2004-03-01,0,273,True,True,100,100,5,0.29,41,508395,None,,0,0,0,0,185.5,114,81,193,11.11,None,,0,3,4.5,4.5,8,1.00,0.06,1.92,0.11,0.92,24.10,1.39,0.05,Yehor,4.5,44,21,24,1.38,1,False,55.5,149,82,129,False,270.4,146,51,1564,,2025-10-25T23:00:07.803030Z,50,272,167,p508395,0,0,None,0,,508395.jpg,3.1,175,73,110,0,225,False,0,0.0,[],Yarmoliuk,0.1,475,163,False,None,19,1.09,a,42,5,94,2022-10-28,99.0,198,113,65,16361,1263,14147,301,0.9,13.0,Yarmoliuk,4
0,2006-11-30,0,0,True,True,None,None,0,0,0,606689,None,,0,0,-1,1,0.0,648,252,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Romelle,0.0,602,218,0,0,0,False,0.0,654,250,130,False,0.0,651,248,0,,None,44,552,330,p606689,0,0,None,0,,606689.jpg,0.0,658,254,0,0,241,False,0,0,[],Donovan,0.1,470,159,False,None,0,0,a,0,5,94,2025-07-01,0.0,623,241,0,12611,102,16309,252,0.0,0.0,Donovan,0
0,2006-01-10,0,0,True,True,None,None,0,0,0,628204,None,,0,0,-2,2,0.0,624,239,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Yunus Emre,0.0,575,206,0,0,0,False,0.0,629,236,131,False,0.0,626,234,0,,None,43,612,356,p628204,0,0,None,0,,628204.jpg,0.0,636,243,0,0,219,False,0,0,[],Konak,0.2,366,123,False,None,0,0,a,0,5,94,2024-01-11,0.0,595,226,0,37854,413,37612,725,0.0,0.0,Konak,0
0,2001-05-08,0,0,True,True,100,100,0,0,0,220695,None,,0,0,0,0,0.0,658,257,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Paris,0.0,612,224,0,0,0,False,0.0,664,256,132,False,0.0,661,254,0,,2025-08-14T16:00:05.924672Z,45,409,246,p220695,0,0,None,0,,220695.jpg,0.0,667,259,0,0,241,False,0,0,[],Maghoma,0.0,637,259,False,None,0,0,a,0,5,94,2020-08-01,0.0,635,247,0,3781,145,4173,134,0.0,0.0,Maghoma,0
0,2002-09-18,0,2,True,True,None,None,0,0.0,0,450539,None,,0,0,-1,1,0.0,632,241,0,0.0,None,,0,3,0.2,0.2,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,Myles,0.2,376,167,0,0.0,0,False,0.0,637,238,133,False,0.0,634,236,1,,None,44,530,315,p450539,0,0,None,0,,450539.jpg,1.0,439,195,0,0,241,False,0,0.0,[],Peart-Harris,0.0,606,233,False,None,0,0.0,a,0,5,94,2021-07-23,0.0,605,228,1,3861,78,5544,87,0.0,0.2,Peart-Harris,0
0,2003-03-12,0,0,False,True,0,0,0,0,0,591357,None,,0,0,0,0,0.0,704,293,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Ryan,0.0,661,263,0,0,0,False,0.0,709,293,134,False,0.0,709,293,0,Has joined Wigan on loan for the rest of the season,2025-08-11T01:07:54.335986Z,45,478,293,p591357,0,0,None,0,,591357.jpg,0.0,710,294,0,0,241,False,0,0,[],Trevitt,0.0,756,328,False,None,0,0,u,0,5,94,2024-01-08,0.0,688,288,0,0,0,930,5,0.0,0.0,Trevitt,0
1,2001-06-26,18,500,True,True,100,100,5,0.26,43,502500,None,,1,-1,11,-11,187.0,112,5,102,5.24,None,,5,4,6.7,6.7,12,0.76,0.04,13.35,0.69,12.59,27.44,1.41,0.65,Igor Thiago,6.7,9,3,26,1.34,16,False,161.8,3,2,136,True,684.2,3,2,1752,,2025-12-18T01:30:08.634916Z,71,36,15,p502500,0,1,2,0,,502500.jpg,5.7,9,2,42,0,30,False,0,0.0,[],Nascimento Rodrigues,34.6,4,2,False,None,20,1.03,a,17,5,94,2024-07-01,747.0,2,2,120,6906479,435749,2747139,23246,0.9,16.9,Thiago,4
0,None,0,0,False,True,0,0,0,0,0,533710,None,,0,0,-1,1,0.0,639,66,0,0,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Iwan,0.0,593,57,0,0,0,False,0.0,645,67,137,False,0.0,642,67,0,has joined Shrewsbury on loan for the rest of the season.,2026-01-02T18:38:50.184481Z,44,541,74,p533710,0,0,None,0,,533710.jpg,0.0,650,67,0,0,None,False,0,0,[],Morgan,0.3,285,45,False,None,0,0,u,0,5,94,None,0.0,613,66,0,52422,0,75572,1562,0.0,0.0,Morgan,0
0,1998-10-23,0,0,True,True,0,0,0,0,0,183656,None,,0,0,-1,1,0.0,735,315,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Josh,0.0,703,295,0,0,0,False,0.0,739,315,748,False,0.0,739,315,0,Knee injury - Expected back 01 Feb,2025-11-20T12:00:10.592439Z,49,292,180,p183656,0,0,None,0,,183656.jpg,0.0,739,315,0,0,241,False,0,0,[],Dasilva,0.0,780,342,False,None,0,0,i,0,5,94,2025-10-23,0.0,726,313,0,137,5,173,5,0.0,0.0,Dasilva,0
0,1990-08-18,0,0,True,True,None,None,0,0,0,49262,None,,0,0,-3,3,0.0,592,71,0,0,None,,0,1,0.0,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Jason,0.0,531,77,0,0,0,False,0.0,601,82,138,False,0.0,597,82,0,,None,42,614,31,p49262,0,0,None,0,,49262.jpg,0.0,608,82,0,0,241,False,0,0,[],Steele,0.2,340,48,False,None,0,0,a,0,6,36,2018-07-01,0.0,557,56,0,8589,173,36949,264,0.0,0.0,Steele,0
0,2002-08-18,4,358,True,True,None,None,5,0.24,17,489639,None,,0,0,0,0,10.0,398,7,0,0.0,None,,2,1,4.6,4.1,3,0.01,0.0,0.01,0.0,0.00,30.63,1.46,0.0,Bart,4.6,37,3,28,1.33,0,False,55.9,148,3,139,False,549.8,13,3,1890,,None,45,432,25,p489639,1,0,None,1,,489639.jpg,3.2,150,14,196,0,152,False,61,2.9,[],Verbruggen,5.8,72,11,False,None,21,1.0,a,1,6,36,2023-07-03,0.0,652,74,68,559873,14282,682315,9917,1.0,15.1,Verbruggen,3
0,2000-03-25,0,0,True,True,None,None,0,0,0,209288,None,,0,0,-1,1,0.0,501,30,0,0,None,,0,1,0.0,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Tom,0.0,438,38,0,0,0,False,0.0,511,43,140,False,0.0,508,43,0,,None,39,727,75,p209288,0,0,None,0,,209288.jpg,0.0,518,43,0,0,39,False,0,0,[],McGill,0.3,300,39,False,None,0,0,a,0,6,36,2021-02-02,0.0,462,15,0,16241,292,25230,333,0.0,0.0,McGill,0
0,2001-07-02,0,0,False,True,0,0,0,0,0,472739,None,,0,0,0,0,0.0,553,61,0,0,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Carl,0.0,489,67,0,0,0,False,0.0,561,72,141,False,0.0,558,72,0,Has joined Coventry City on loan for the rest of the season.,2025-07-25T14:54:18.206318Z,40,668,54,p472739,0,0,None,0,,472739.jpg,0.0,569,72,0,0,241,False,0,0,[],Rushworth,0.0,771,87,False,None,0,0,u,0,6,36,2023-07-01,0.0,516,46,0,0,0,238,1,0.0,0.0,Rushworth,0
0,2000-01-23,0,0,False,True,0,0,0,0,0,240514,None,,0,0,0,0,0.0,544,55,0,0,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Kjell,0.0,480,61,0,0,0,False,0.0,552,66,142,False,0.0,549,66,0,Has joined Union SG permanently,2025-07-25T14:53:26.961790Z,40,657,48,p240514,0,0,None,0,,240514.jpg,0.0,560,66,0,0,152,False,0,0,[],Scherpen,0.0,772,88,False,None,0,0,u,0,6,36,2021-07-16,0.0,507,40,0,0,0,195,2,0.0,0.0,Scherpen,0
0,1997-11-18,2,40,True,True,None,None,1,0.63,13,204120,None,,0,0,-3,3,10.2,394,145,16,10.14,None,,0,2,1.6,1.1,0,0.11,0.07,0.11,0.07,0.00,2.47,1.57,0.0,Olivier,1.6,239,90,1,0.63,0,False,5.2,415,150,143,False,39.0,392,150,142,,None,42,620,145,p204120,0,0,None,0,,204120.jpg,3.0,187,74,10,0,73,False,0,0.0,[],Boscagli,0.1,500,180,False,None,2,1.27,a,3,6,36,2025-07-02,2.0,413,156,9,4617,48,11530,104,0.4,2.1,Boscagli,1
0,2003-12-28,0,32,True,True,None,None,1,0.47,16,550090,None,,0,0,-3,3,3.7,425,156,18,8.39,None,,0,2,1.4,0.9,0,0.01,0.0,0.01,0.0,0.00,4.52,2.11,0.0,Diego,1.4,251,94,3,1.4,0,False,4.8,419,153,144,False,42.4,388,149,193,,None,42,631,152,p550090,0,0,None,0,,550090.jpg,2.0,309,119,6,0,106,False,0,0.0,[],Coppola,0.1,562,206,False,None,2,0.93,a,2,6,36,2025-06-17,2.0,414,157,10,2589,41,7136,100,0.3,2.4,Coppola,2
0,2000-12-22,6,184,True,True,100,100,3,0.28,27,465730,3,,0,0,-2,2,298.9,56,10,41,3.78,6,,1,2,1.8,1.3,1,1.98,0.18,3.32,0.3,1.34,18.74,1.73,0.12,Maxim,1.8,211,80,16,1.48,2,False,61.0,131,43,145,False,192.8,208,84,975,,2025-09-13T21:30:07.998380Z,43,575,135,p465730,0,0,None,0,,465730.jpg,2.7,224,89,45,0,21,False,0,0.0,[],De Cuyper,2.2,127,51,False,None,12,1.11,a,14,6,36,2025-07-05,118.0,163,31,49,240405,1237,646694,7391,0.4,11.4,De Cuyper,2
1,1991-11-21,0,242,True,True,100,100,4,0.21,120,83299,None,,0,0,0,0,65.8,268,82,142,7.28,1,,0,2,2.2,1.7,3,0.26,0.01,0.92,0.04,0.66,28.39,1.46,0.03,Lewis,2.2,188,68,27,1.38,0,False,51.7,166,54,146,False,374.0,74,32,1755,,2025-12-13T19:30:10.698808Z,45,396,72,p83299,0,0,None,0,,83299.jpg,2.4,254,100,85,0,241,False,0,0.0,[],Dunk,0.9,189,73,False,None,19,0.97,a,22,6,36,2009-07-01,75.0,238,64,48,125705,1726,174057,1375,0.5,10.7,Dunk,8
0,1998-01-21,0,0,False,True,0,0,0,0,0,204214,None,,0,0,0,0,0.0,656,248,0,0,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Pervis,0.0,610,240,0,0,0,False,0.0,662,248,147,False,0.0,659,247,0,Has joined AC Milan permanently,2025-07-24T10:14:09.955203Z,45,406,77,p204214,0,0,None,0,,204214.jpg,0.0,665,248,0,0,62,False,0,0,[],Estupiñán Tenorio,0.0,718,245,False,None,0,0,u,0,6,36,2022-07-16,0.0,633,246,0,0,0,1955,0,0.0,0.0,Estupiñan,0
1,1999-10-07,4,263,True,True,None,None,5,0.28,54,231416,2,,0,0,-1,1,253.9,77,18,88,4.94,None,,0,2,4.4,3.9,2,2.04,0.11,3.03,0.17,0.99,26.18,1.47,0.06,Ferdi,4.4,48,14,23,1.29,0,False,63.7,117,39,148,False,257.8,166,70,1602,,None,44,518,108,p231416,0,0,None,0,,231416.jpg,2.8,212,84,75,0,219,False,0,0.0,[],Kadıoğlu,0.3,302,113,False,None,17,0.96,a,34,6,36,2024-08-27,122.0,159,29,56,54869,3156,42691,1115,1.0,12.7,F.Kadıoğlu,4
0,2000-09-30,0,0,False,True,0,0,0,0,0,232792,None,,0,0,-1,1,0.0,629,247,0,0,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Tariq,0.0,582,237,0,0,0,False,0.0,634,247,150,False,0.0,631,246,0,has joined Fiorentina permanently.,2025-09-02T12:06:29.254107Z,44,520,110,p232792,0,0,None,0,,232792.jpg,0.0,641,247,0,0,81,False,0,0,[],Lamptey,0.1,485,176,False,None,0,0,u,0,6,36,2020-01-31,0.0,601,244,0,2778,0,38252,44,0.0,0.0,Lamptey,0
1,2000-06-08,4,297,True,True,100,100,4,0.2,141,469142,None,,0,0,0,0,92.7,218,60,171,8.55,None,,1,2,2.4,1.9,3,0.62,0.03,2.51,0.13,1.90,29.25,1.46,0.1,Jan Paul,2.4,169,63,28,1.4,3,False,89.6,50,5,151,False,597.6,6,2,1800,,2025-12-23T17:00:10.606727Z,45,428,86,p469142,1,0,None,0,,469142.jpg,3.9,80,33,60,0,152,False,0,0.0,[],van Hecke,4.2,85,31,False,None,20,1.0,a,30,6,36,2020-09-10,203.0,86,8,78,778344,13603,391740,12387,0.5,17.3,Van Hecke,5
0,1992-01-15,1,101,True,True,100,100,1,0.15,42,111478,None,,0,0,-2,2,64.8,271,84,67,10.34,None,,0,2,3.4,2.9,0,0.08,0.01,0.96,0.15,0.88,10.47,1.62,0.14,Joël,3.4,100,37,9,1.39,1,False,28.7,289,95,152,False,169.0,232,95,583,,2025-10-02T13:00:07.706508Z,43,559,122,p111478,0,0,None,0,,111478.jpg,2.5,243,94,22,0,152,False,0,0.0,[],Veltman,0.1,407,150,False,None,6,0.93,a,25,6,36,2020-07-29,52.0,280,84,27,18306,395,30447,498,0.8,6.3,Veltman,3
0,1995-01-04,0,0,True,True,0,0,0,0,0,110735,None,,0,0,-1,1,0.0,626,245,0,0,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Adam,0.0,578,234,0,0,0,False,0.0,631,245,153,False,0.0,628,244,0,Knee injury - Unknown return date,2025-08-08T14:30:04.202011Z,44,510,101,p110735,0,0,None,0,,110735.jpg,0.0,638,245,0,0,241,False,0,0,[],Webster,0.0,735,250,False,None,0,0,i,0,6,36,2019-08-03,0.0,598,242,0,712,17,1518,10,0.0,0.0,Webster,0
0,2001-11-09,0,0,False,True,0,0,0,0,0,439135,None,,0,0,0,0,0.0,546,209,0,0,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Eiran,0.0,482,185,0,0,0,False,0.0,554,208,154,False,0.0,551,208,0,Has joined Birmingham on loan for the rest of the season.,2025-07-28T11:50:54.390347Z,40,659,167,p439135,0,0,None,0,,439135.jpg,0.0,562,209,0,0,104,False,0,0,[],Cashin,0.0,750,254,False,None,0,0,u,0,6,36,2025-01-31,0.0,509,202,0,0,0,765,2,0.0,0.0,Cashin,0
0,None,0,0,False,True,0,0,0,0,0,589100,None,,0,0,0,0,0.0,578,228,0,0,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Jacob,0.0,516,206,0,0,0,False,0.0,586,227,155,False,0.0,583,227,0,has joined Harrogate Town on loan until January.,2025-09-22T21:52:58.462370Z,40,697,192,p589100,0,0,None,0,,589100.jpg,0.0,594,228,0,0,None,False,0,0,[],Slater,0.1,474,172,False,None,0,0,u,0,6,36,None,0.0,542,222,0,3175,0,16218,56,0.0,0.0,Slater,0
0,2006-02-24,0,0,True,True,None,None,0,0,0,547720,None,,0,0,-2,2,0.0,484,187,0,0,None,,0,2,0.0,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Charlie,0.0,418,159,0,0,0,False,0.0,495,186,156,False,0.0,492,186,0,,None,38,787,254,p547720,0,0,None,0,,547720.jpg,0.0,502,186,0,0,241,False,0,0,[],Tasker,0.1,411,151,False,None,0,0,a,0,6,36,2025-03-28,0.0,443,176,0,8708,311,14842,220,0.0,0.0,Tasker,0
1,1997-05-20,2,111,True,True,100,100,2,0.24,11,451340,None,,0,0,-4,4,202.2,99,70,40,4.85,None,,0,3,2.6,2.1,8,1.11,0.13,2.41,0.29,1.30,11.29,1.37,0.16,Mitoma,2.6,162,68,9,1.09,2,False,51.2,172,93,157,False,154.8,247,108,743,,2025-12-27T22:00:11.277770Z,61,82,54,p451340,0,0,None,0,,451340.jpg,3.1,183,79,24,0,108,False,0,0.0,[],Kaoru,1.9,135,47,False,None,8,0.97,a,5,6,36,2021-08-09,159.0,120,70,34,217172,12995,783667,2432,0.4,5.6,Mitoma,2
4,2002-04-20,2,207,True,True,100,100,6,0.4,30,463067,None,,0,0,-4,4,251.0,78,58,90,6.06,None,,0,3,2.8,2.3,2,2.03,0.14,3.91,0.27,1.88,18.11,1.22,0.13,Georginio,2.8,148,63,14,0.94,2,False,81.5,69,45,158,False,238.4,176,72,1336,,2025-11-30T22:30:09.146377Z,56,131,82,p463067,1,0,None,0,,463067.jpg,3.2,160,70,41,0,73,False,0,0.0,[],Rutter,0.5,250,83,False,None,16,1.08,a,19,6,36,2024-08-19,326.0,40,24,60,118634,2163,217295,2043,0.5,10.7,Georginio,2
0,1994-07-20,0,0,True,True,25,25,0,0,0,109345,None,,0,0,-2,2,0.0,784,348,0,0,None,,0,3,0.0,-0.1,0,0.00,0,0.00,0,0.00,0.00,0,0,Solly,0.0,775,344,0,0,0,False,0.0,784,348,159,False,0.0,784,348,0,Knee injury - 25% chance of playing,2025-08-10T18:00:05.450301Z,58,103,67,p109345,0,0,None,0,,109345.jpg,0.0,784,348,0,0,241,False,0,0,[],March,0.0,731,315,False,None,0,0,d,0,6,36,2012-07-01,0.0,782,347,0,612,11,2436,11,0.0,0.0,March,0
8,2004-07-22,6,296,True,True,50,25,6,0.35,20,592031,1,,-1,1,-2,2,419.0,22,21,116,6.77,None,,0,3,0.8,0.3,0,2.72,0.16,5.51,0.32,2.79,23.57,1.37,0.16,Yankuba,1.6,242,105,23,1.34,1,False,112.6,24,20,160,False,290.2,128,45,1543,Dead leg - 50% chance of playing,2025-12-31T00:00:09.377936Z,58,113,73,p592031,0,0,None,0,,592031.jpg,4.2,61,26,64,0,78,False,0,0.0,[],Minteh,3.3,100,30,False,None,18,1.05,d,32,6,36,2024-07-01,414.0,22,9,79,1881507,198,1647748,74172,0.3,13.6,Minteh,0
0,2004-01-23,0,0,False,True,0,0,0,0,0,474120,None,,0,0,-1,1,0.0,776,342,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Julio,0.0,763,335,0,0,0,False,0.0,777,342,161,False,0.0,777,342,0,has joined Strasbourg permanently.,2025-08-10T18:00:05.470138Z,54,171,106,p474120,0,0,None,0,,474120.jpg,0.0,777,342,0,0,168,False,0,0,[],Enciso Espínola,0.0,719,308,False,None,0,0,u,0,6,36,2022-06-17,0.0,772,341,0,105,0,2934,1,0.0,0.0,Enciso,0
1,2004-05-31,2,96,True,True,100,100,2,0.28,4,513433,None,,0,0,-1,1,190.7,107,77,52,7.28,None,,0,3,1.6,1.1,1,0.81,0.11,2.64,0.37,1.83,12.51,1.75,0.26,Brajan,1.6,241,104,10,1.4,1,False,44.4,204,103,162,False,119.6,283,126,643,,2025-10-16T12:30:10.115478Z,54,176,110,p513433,0,0,None,0,,513433.jpg,1.9,331,144,35,0,80,False,0,0.0,[],Gruda,0.1,550,199,False,None,7,0.98,a,13,6,36,2024-08-14,137.0,142,82,33,15400,195,16867,183,0.3,6.1,Gruda,2
2,2005-04-11,2,129,True,True,100,100,1,0.15,19,532529,None,,0,0,-4,4,53.5,298,168,54,8.24,None,,0,3,2.2,1.7,5,0.32,0.05,0.78,0.12,0.46,14.36,2.19,0.07,Jack,2.2,194,86,12,1.83,1,False,22.3,315,154,163,False,117.4,287,128,590,,2025-09-13T21:30:08.019508Z,51,239,146,p532529,0,0,None,0,,532529.jpg,2.8,216,94,26,0,241,False,0,0.0,[],Hinshelwood,0.0,575,213,False,None,6,0.92,a,9,6,36,2022-12-30,50.0,286,151,34,7632,95,14872,219,0.4,6.7,Hinshelwood,0
0,2000-11-21,2,36,False,True,0,0,1,0.51,3,219249,None,,0,0,0,0,66.6,265,157,9,4.58,None,,1,3,0.0,0.0,0,0.17,0.09,1.38,0.71,1.21,2.12,1.08,0.62,Matt,0.0,770,341,2,1.02,1,False,19.0,335,163,164,False,60.8,361,159,177,has joined Marseille on loan for the rest of the season.,2025-09-02T12:06:29.272628Z,55,142,90,p219249,0,0,None,0,,219249.jpg,6.0,5,2,2,0,58,False,0,0.0,[],O'Riley,0.3,290,98,False,None,2,1.02,u,4,6,36,2024-08-26,63.0,265,144,12,130744,0,198372,145,0.0,2.2,O'Riley,0
0,2001-06-17,0,0,False,True,0,0,0,0,0,516211,None,,0,0,-1,1,0.0,777,343,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Abdallah,0.0,765,337,0,0,0,False,0.0,778,343,165,False,0.0,778,343,0,has joined Lens permanently.,2025-09-02T12:06:29.290672Z,54,177,111,p516211,0,0,None,0,,516211.jpg,0.0,778,343,0,0,189,False,0,0,[],Sima,0.0,703,300,False,None,0,0,u,0,6,36,2021-08-30,0.0,773,342,0,247,0,2217,1,0.0,0.0,Sima,0
2,2003-10-06,4,291,True,True,100,100,5,0.3,40,509416,4,,0,0,-2,2,191.2,106,76,178,10.55,5,,1,3,5.8,5.3,5,0.92,0.05,3.35,0.19,2.43,22.32,1.32,0.14,Yasin,5.8,20,10,18,1.07,2,False,62.3,124,67,166,False,245.0,173,69,1519,,2025-12-04T09:30:08.531025Z,48,365,227,p509416,0,0,None,0,,509416.jpg,3.5,117,49,99,0,206,False,0,0.0,[],Ayari,0.3,303,100,False,None,16,0.95,a,39,6,36,2023-01-30,186.0,98,58,66,74155,5524,63793,1092,1.2,13.8,Ayari,0
0,2004-01-03,0,97,True,True,100,0,4,0.4,35,535301,None,,-1,1,-5,5,68.4,261,156,104,10.47,None,,0,3,0.0,0.0,0,0.22,0.02,0.43,0.04,0.21,12.92,1.3,0.02,Carlos,0.0,639,247,13,1.31,0,False,14.7,358,169,167,False,63.2,358,158,894,,2025-12-13T14:30:11.072266Z,45,449,271,p535301,0,0,None,0,,535301.jpg,1.6,366,163,51,0,38,False,0,0.0,[],Baleba,1.3,163,56,False,None,14,1.41,a,18,6,36,2023-08-29,16.0,362,183,25,148553,755,524093,2151,0.0,5.6,Baleba,4
0,2003-03-27,5,213,True,True,100,100,4,0.28,27,514254,None,,0,0,-1,1,237.2,86,64,123,8.73,3,,1,3,3.2,2.7,2,1.16,0.08,5.55,0.39,4.39,19.51,1.38,0.31,Diego,3.2,119,50,20,1.42,3,False,78.9,76,48,169,False,259.0,165,63,1268,,2025-12-13T19:30:10.729938Z,49,332,204,p514254,0,0,None,0,,514254.jpg,2.7,228,100,55,0,168,False,0,0.0,[],Gómez Amarilla,0.2,361,120,False,None,15,1.06,a,41,6,36,2025-01-01,293.0,49,31,52,71324,552,56590,1181,0.7,10.6,Gomez,5
1,1986-01-04,0,83,True,True,100,100,0,0.0,9,15157,5,,0,0,-1,1,90.0,223,140,33,10.0,None,,0,3,0.8,0.3,1,0.52,0.16,1.37,0.42,0.85,6.14,1.86,0.26,James,0.8,299,134,9,2.73,1,False,20.0,330,162,170,False,88.2,322,143,297,,2025-10-28T21:00:08.282346Z,49,280,173,p15157,0,0,1,0,,15157.jpg,1.7,355,156,19,0,241,False,0,0.0,[],Milner,0.1,462,155,False,None,2,0.61,a,5,6,36,2023-07-01,23.0,340,179,20,16483,166,21757,195,0.2,4.1,Milner,2
0,2002-06-16,0,0,False,True,0,0,0,0,0,441192,None,,0,0,-1,1,0.0,743,322,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Jeremy,0.0,716,303,0,0,0,False,0.0,747,322,171,False,0.0,747,322,0,has joined Cremonese on loan for the rest of the season.,2025-09-02T12:06:29.308383Z,49,321,197,p441192,0,0,None,0,,441192.jpg,0.0,747,322,0,0,62,False,0,0,[],Sarmiento Morante,0.0,681,288,False,None,0,0,u,0,6,36,2021-09-21,0.0,735,320,0,196,0,2929,7,0.0,0.0,Sarmiento,0
0,2006-04-08,0,15,True,True,100,100,0,0.0,0,549074,None,,0,0,-2,2,2.4,430,207,5,7.89,None,,0,3,0.6,0.1,0,0.03,0.05,0.07,0.11,0.04,1.72,2.72,0.06,Tom,0.6,322,144,2,3.16,0,False,1.6,450,204,172,False,6.0,441,201,57,,2025-08-10T18:00:05.491553Z,48,367,229,p549074,0,0,None,0,,549074.jpg,0.8,483,227,4,0,241,False,0,0.0,[],Watson,0.0,624,248,False,None,0,0.0,a,1,6,36,2025-06-01,7.0,389,192,5,2204,55,3494,61,0.1,1.0,Watson,1
